mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,noise_path,noise_gain
4406_16882_000024_000009.wav_1963_142393_000006_000000.wav,train-clean-100/4406/16882/4406_16882_000024_000009.wav,0.3555099562045008,train-clean-100/1963/142393/1963_142393_000006_000000.wav,0.2975066094714141,tr/01qc0209_0.91961_02ac0204_-0.91961.wav,1.776781704188231
200_126784_000043_000000.wav_2836_5355_000011_000000.wav,train-clean-100/200/126784/200_126784_000043_000000.wav,0.3949821719640163,train-clean-100/2836/5355/2836_5355_000011_000000.wav,0.23324496453758972,tr/40po030d_1.4991_020o030i_-1.4991.wav,0.30446912798747294
5789_70653_000026_000003.wav_7059_77900_000029_000001.wav,train-clean-100/5789/70653/5789_70653_000026_000003.wav,0.25349489371403156,train-clean-100/7059/77900/7059_77900_000029_000001.wav,0.25496809917825225,tr/02ac021e_2.0633_01nc0202_-2.0633.wav,3.7062362281272283
3879_174923_000026_000001.wav_1737_142396_000010_000007.wav,train-clean-100/3879/174923/3879_174923_000026_000001.wav,0.16381371673449693,train-clean-100/1737/142396/1737_142396_000010_000007.wav,0.450238734286205,tr/40bo031a_1.5679_40go0305_-1.5679.wav,1.4052987503598298
6147_34607_000014_000002.wav_8098_278278_000025_000000.wav,train-clean-100/6147/34607/6147_34607_000014_000002.wav,0.38737268487055415,train-clean-100/8098/278278/8098_278278_000025_000000.wav,0.4418835495840156,tr/01to031e_1.3377_025o030l_-1.3377.wav,1.0892967343623883
5514_19193_000015_000000.wav_2518_154826_000029_000000.wav,train-clean-100/5514/19193/5514_19193_000015_000000.wav,0.6107389646621245,train-clean-100/2518/154826/2518_154826_000029_000000.wav,0.4649269299353719,tr/20ha010x_0.55216_40ac0213_-0.55216.wav,0.7571686376418238
5163_39921_000038_000001.wav_1116_132847_000029_000000.wav,train-clean-100/5163/39921/5163_39921_000038_000001.wav,0.1851504856661629,train-clean-100/1116/132847/1116_132847_000029_000000.wav,0.264754675233754,tr/022c020x_1.0495_20bo0107_-1.0495.wav,2.258018878728438
1355_39947_000026_000005.wav_8770_295463_000038_000001.wav,train-clean-100/1355/39947/1355_39947_000026_000005.wav,0.2545464479889865,train-clean-100/8770/295463/8770_295463_000038_000001.wav,0.35798203706704657,tr/20oc010j_1.8178_023c0201_-1.8178.wav,0.5161631835593098
6078_54013_000074_000000.wav_8238_283452_000029_000000.wav,train-clean-100/6078/54013/6078_54013_000074_000000.wav,0.2811403014549719,train-clean-100/8238/283452/8238_283452_000029_000000.wav,0.3075982727795795,tr/01zo030h_1.5625_20bo0102_-1.5625.wav,0.3554368336140551
669_129061_000035_000000.wav_6531_61334_000016_000011.wav,train-clean-100/669/129061/669_129061_000035_000000.wav,0.25963263536209097,train-clean-100/6531/61334/6531_61334_000016_000011.wav,0.3045653036993916,tr/40pa010k_2.2358_40ko030l_-2.2358.wav,0.9217783278414997
